Review,Label
food locat like everyth els new york expens menu loud rock atmospher much like expect hard rock cafe tri visit everywher travel predict,0
food locat predict good famili server top need main serv doe appet drink gone ask manag get,0
terribl experi went midnight host said close peopl dine ask open till advertis post said still close never go hard rock,1
like hard rock cafe must admit new york restaur bit crowd long line hard rock alway excellent place share friend drink larg marguerita,0
stop quick lunch drink excel nacho alway cocktail littl disappoint occas,2
wait staff realli good howev food pretti averag rib lot meat drink pretti good beat locat decor,0
anoth must nyc larg venu great atmospher food ok bit mass produc bland guess expect everyth place great famili coupl,0
enjoy meal restaur clean employe profession courteou hard rock anywher els one differ food good prepar order complaint would go,0
sure restaur serv better meal got actual atmospher bad hamburg felt synthet,0
consist qualiti servic food drink one best hrc sure nice decor never come nyc without stop drink meal,0
place busi servic quick friendli typic chain food restaur cool memorabilia though,0
love hard rock cafe burger great servic perfect friendli attent alway fun,0
quick servic great food polit friendli staff dark insid restaur made littl depress music realli loud realli place take elderli peopl howev food good,0
typic hard rock cafe atmospher servic great food expect qualiti hamburg dri,0
new york rock fan visit hardrock cafe alway wait line food good also drink final buy newest hardrock shirt,0
visit mani hard rock one lot differ like other visit servic good food nice restaur time squar get busi,0
good nacho drink cool atmospher busi time servic great poor either,0
quick servic reason price locat cheesecak amaz food good apart bbq sauc bbq burger,0
visit mani branch good food drink servic pretti reason good safe bet bite eat,0
restaur busi edit worth great music great food atmospher best local theme restaur,0
excel experi rock lover food good get chanc see new creatur brian jone teardrop guitar origin abbey road door memorabilia,0
teenag daughter walk one freez cold januari night take nighttim bu tour cozi warm wait minut food okay noth great staff friendli enough,0
stop quick appet share margherita flatbread f delici servic great overpr,0
food fantast portion massiv make sure order dessert check whether share servic great also,0
came husband friend us cocktail food amaz servic brilliant thoroughli enjoy time must nyc,0
popular place young teenag crowd wait time bit nut especi type restaur,0
good food burger steak fri drink one dont like wait understand restaur tourist place,0
extrem slow servic food good found hair food usual ruin show,2
late lunch minut wait ok waiter timothi order head everyth arriv order short wait great leav hrc without ear bleed good style,0
pop late lunch last monday great atmospher love food staff friendli menu vari would expect portion size huge,0
best burger ever ask like cook get idea noth prepar insan good nom nom,0
impress hard rock restaur term size staff food memorabilia alway go hard rock know great meal great atmospher,0
come new zealand lucki enough visit new york alway ask taken hard rock cafã dinner huge music fan realli make happi,0
food ambianc music legaci well place everyth cours enjoy fine drink along salmon rememb good time forev,0
typic hard rock decent food good atmospher get busi alway found bsr seat great locat bit pricey time squar,0
would recommend love visit staff friendli great servic food amaz big portion went clock restaur seem get busi ish spaciou would go,0
top friendli staff name place populair food bad magic ever gone better spend dollar restaur,1
never disappoint felt dark atmospher mayb season bit earli day sure coffe left staff welcom friendli,0
hard rock usa canada europ pretti much time squar locat conveni locat middl everyth fan hard rock locat disappoint,2
allan rock went drink appet allan super friendli gave us great tip see citi relax atmospher,0
realli enjoy food alway cool venu old theatr food good servic friendli great locat,0
went night ago dinner atmospher brilliant food delici would highli recommend food badli price either portion massiv staff friendli help,0
hard believ time squar actual last peopl abl order food got salad ok choos eat staff nice could eat,0
pretti much know go get hard rock disappoint rib love great servic drink littl pricey,0
like hrc much second time alreadi food realli good like hard rock cafe staff great,0
locat never let servic food experi great hard rock must time squar,0
son love hard rock wherev go must stop one cone one year collect guitar pin food alway good servic good drink alway great,0
got marri nye time squar recept hard rock treat like rock star pleas bring new year place,0
great locat time squar good food fast servic price bit expens guess manhattan recommend,0
much expect nice great atmospher easi find time squar next bubba gump,0
burger burger burger oh natcho reason valu money hard rock cafe world,2
boyfriend breakfast french toast bacon egg dish food realli enjoy love venu wait nearli minut order get food pretti poor servic,0
hard rock cafe enviro awesom servic excel tri strawerri lemonad delici overol satisfi lunch,0
went late play burger burger standard noth special fri littl soggi typic price nyc better famili,0
cocktail first night girl serv us ask id made holiday arriv pricey fair enough,0
enjoy food great planet hollywood far better price def return,0
good food love atmospher loud good music quick servic live music good singer long queue wide menu mani specialti meat chees pizza intern food good drink,0
favourit hard rock cafe mani situat middl nathan time squar wait staff friendli food quit decent,2
great food larg choic drink brilliant atmospher staff friendli gave amaz custom servic back,0
never realli seen big deal hard rock cafe person overpr complet target tourist particularli great one nice atmospher though servic fine realli complain respect,0
breakfast one word omg eat realli good quealiti deffo worth drop grab someth eat big day,0
bar situat close time squar serv nice food great drink usual hard rock surround nice music,0
wen breakfast buck get slow servic list dish choos best get reward bad experi automat gratuiti first disappoint visit hard rock cafe,0
love enjoy meal true american food cocktail beauti waitress nice help enjoy photo first got,0
servic toke quit worth time food realli good high qualiti portion huge waiter friendli beer got good tho overal star hard rock cafe never disappoint ðÿ ðÿ,0
famili four left feel full door dollar happi great locat nice sceneri good music select heard throughout meal would definit return,0
got right time wait minut tabl waiter seem interest got starter time main food realli good,0
great meal coupl day ago lunch time ribey steak cook perfect good fast servic disappoint,0
dinner good servic terrif atmospher live fun great famili group,0
collect guitar pin year must stop food alway great staff shop super help,0
food averag wait staff good first difficult get refil may want go say hard rock time squar,1
nois prevent convers music surround paraphernalia entertain food serv massiv ask smaller serv avail told request accommod wast food,0
smaller menu hrc locat cours pricier think last time went septemb boston,1
say iam glad free nyc pass busi know fuss food great go disappoint realli,0
good servic receiv expect hrc price reason given environ feel rush finish meal get locat right time squar easi find howev book definit requir,0
good restaur good servic good food place beati recommend eat,0
truli hard rock cafe extent great atmospher peopl world great staff take account get crowd,0
sat bar sinc min wait dine room bartend extrem friendli food good littl prici expect time squar,0
everybodi say go hard rock experi fairli long wait mediocr food overpr souvenir shop still confus experi invest,2
husband ate drink lunch one day food good tri specialti cocktail good neither great pretti good place grab quick bite,1
stumbl upon breakfast one morn happili surpris got huge breakfast beverag tip includ great food great servic right next time squar,0
price brekfast mang lure wifi find didnt work food ok realli expens get hey,2
food averag server energet friendli video shown screen young eye probabl chain rush back,1
realli enjoy meal reason price atmospher fab server realli make experi memor one book tabl soon get busi,0
restaur exactli one would envisag glamor great atmospher realli cash usp food good pretti blah noth special definit american feel place probabl go though,0
went hard rock dinner said would min hour wait min waitress realli great food realli good,0
omg steak good couldnt finish suggest would ask next cook home ask medium rare,0
stop drink abl sit bar love atmospher servic fault,1
restaur meet place food servic pretti terribl butcher order fix busi locat name definit treat like number,0
busi usual hard rock cafe good fun quick food noth fanci use stop way back hotel,0
husband stop even meal whilst holiday new york wait minut tabl servic great food excel worth visit,0
origin burger fantast staff realli help memorabilia fantast chocol molten cake excel,0
reserv busi night manag get tabl four waitress friendli inform drink order came quick food follow long food well present big portion tasti,0
wait age serv peopl came us meal even got drink food good eventu came though drink great though,0
seat quickli friendli staff took interest us food upto usual standard hard rock wheelchair friendli,0
typic hard rock manag pre book open tabl brilliant meal hard rock never fail deliv great servic alway,0
great place come listen good music take great atmospher beer eat great cook food steak delici staff fantast,0
realli good food lot cool thing see littl bit wait get tabl worth got great music,0
hard rock experi other overal food good servic kind slow wait hour get food,0
place beauti lot tabl lot peopl servic fast perfect advis eat mexican burger word describ,0
servic hard rock time squar great know would get free glass drink told us would got bill food great great time,0
went celebr wife birthday book tabl beforehand excel servic excel food mention wife birthday put candl share ice cream diabet nightmar pleasant surround good memorabilia wall,0
ate last week holiday nyc food realli nice cocktail fab atmospher amaz right time squar perfect dinner head show broadway,0
visit mani hard rock cafe worldwid concept repeat get supris menu alway burgerish beerish alway souveni shop nice burger beer got treat nice,0
love venu memorabilia food ok felt rush start finish constantli pressuris either photo chariti band purchas glass etc want quick bite suitabl,0
sat quit quickli shown tabl food deliv look nice could eat good portion,0
best eateri town howev look quick bite eat good place go like rock memorabilia fun,0
want nice quiet romant meal hrc servic good food good realli noisi music video play time,0
us good valu good servic follow visit presid night thank hard rock,0
typic hard rock experi loud busi food venu good good food hr restaur,0
standard menu disappoint servic nice collect marvel spent time apologis variou group order look item tabl,0
love place much staff super friendli food amaz reason price perfectli locat love souvenir,0
highli recommend steak burger enthusiast solid cousin mayb littl overpr still good food big dish tasti noth complain,0
chain menu good shop also usual staff help cramp store,0
alway visit hard rock possibl hard rock disappoint great restaur food servic definit worth visit new york,0
visit new york alway get souvenir hard rock establish decid lunch ate amaz food known food total surpris fresh everyth tast,0
must visit time squar close place tast factor pleas environ dine like place branch also establish profession manner,0
first visit hard rock cafe disappoint servic food excel cocktail realli good top saw david baddiel wife chicken say hello,0
typic hard rock cafe situat middl time squar food drink reason price tast good realli nice atmospher want watch sport larg screen,0
wonder atmospher classic hard rock venu great food drink would go back enjoy alcohol free cocktail,0
like music happi see collect guitar shoe dress etc belong best even abbey road real door food good realli tasti staff nice,0
sever hrc never fail satisfi nyc time squar cafe good better mayhem outsid great atmospher insid,0
littl slow bar nice peopl nice job central locat heart time squar,0
disappoint find queue hard rock cafe half hour wait opt take seat bar abl eat instead wait realli great atmospher burger american,0
impress store everyth expect hard rock franchis howev peopl work make special top right great lunch,0
lot music memorabilia look food good howev cold insid us music far loud,0
must new york nice place spectacular wall guitar food allov enter shop buy stuff,0
noth special hrc decent food rock roll atmospher lot memorabilia never one interest one noth new see,1
food ok price drink good pricey gard rock cafe differ tan other pretti much exclus tourist peopl yer visit gard rock cagf,0
wow wow went differ hard rock cafe last trip hrc best rock shop collect atmosph locat crwod everyth staff also help,0
check memorabilia beatl outfit ed sullivan show ladi gaga madam treaseau guitar wall fun stuff great bathroom,0
hard rock overr anyth spectacular crazi busi place wait minut tabl two server great though waiter,0
situat bustl time squar busi restaur pleasant effici staff food good decor brilliant could spend half hour look wall display music memorabilia well worth visit,0
food ok order hamburg well done almost well done decor nice staff profession friendli,0
love laid back atmospher rock top music blare food great central locat time squar,0
good dine experi bit pricey expect chain locat good servic littl noisi great music memorabilia lover spent littl time tabl prefer look around,0
throughli enjoy histori musician time see music instrument right billi joel motor bike friendli staff well worth visit music inclin,0
love atmospher environ franchis one best chois nyc tri coctail,0
pre paid vochur often creat pronlem fan time b us well done,0
food good plenti love burger staff cool busi opit found young person place loud music expect show age go young heart enjoy,0
whether alon travel coupl friend stop place histor natur fantast servic huge menu satisfi anyon,0
typic hard rock fare love burger also dessert alway favorit chocol cake yum,0
one two favorit hard rock cafe whole world locat time squar year restaur merchandis shop alway busi good vibe good food good servic,0
strang may seem first visit chain last usual fan burger one could certainli convert delici look forward next visit,0
great place food atmospher servic fast price bit expens everyth els worth detour,0
lunch recent famili trip nyc kid adult enjoy atmospher lot nice opportun get pictur taken kid hold guitar guitar wall food good great overal enjoy experi,0
similar franchis store world except abund secur personnel everywher bar good bar tender profession compar cool place nyc,0
went breakfast good food servic good unfortun mani far better place area go,0
good food good atmospher great dine experi larg dine area advis go earlyish queue alreadi form,0
restaur costli averag food drink finish food tasteless macaroni quit sickli,1
averag food although servic good wait minut tabl could drink bar drink food littl overpr,0
food averag best par chain restaur draw rock memorabilia cool memorabilia display make price averag food item kid menu provid nice color book souvenir,0
walk area time squar render hundr restaur hard rock must tri museum surround give great set food good qualiti price consid neighbour hood reason addit good cocktail nice dessert,0
love place memorabilia staff food bought quit lot stuff shop kid collect shirt wherev go,0
usual hard rock set brilliant surround great atmospher went twice beer enjoy return night food disappoint,0
restaur ton memorabilia enjoy meal howev seat littl congest,0
hong kong barcelona mumbai pari london edinburgh glasgow best far memorabilia atmospher,0
obviou ambianc great server friendli staff barbecu rib somewhat tasteless meati onion ring bit soggi,0
great vibe love theatr style place music theme bar staff littl offici ask id flatter found annoy cri loud bit expens basic burger chip,0
nice staff great food lot fun look casual place dine would place,0
great piggi sandwich birthday got free hot fudg sunda server fun friendli effici food delici wait long super atmospher,0
wait long time dinner total worth food good enjoy meal,0
good choic time squar area food great servic enjoy everyth restaur,0
great fun music expens entertain happen birthday sang happi birthday gave choic dessert fun,0
visit twice recent ny trip alway experi hard rock servic great attent friendli fantast food wth huge portion love,0
stop dinner bubba gump restaur bought shirt souvenir locat strateg locat broadway,2
food averag qualiti quantiti larg price high time squar go one time experi realli noisi,1
typic hard rock overpr drink loud music crowd gener would expect,2
food excel servic great much nois crowd definit go,0
high energi larg hrc wait lucki front big busi insid fun kid love food servic good great experi,0
per person eat buffet food ok great servic bit slow friendli central locat time squar,0
like hard rock around world know expect burger good children look music loud great locat time squar will wait littl line move quick,0
go everi hard rock travel go collect trinket elsewher meal especi nyc,2
good restaur good place near time squar three lot amaz thing staff ok,0
want quick burger meal way broadway play street hard rock cafe way went got burger bar area quicker servic dine area,0
lunch hard rock cafã time squar may uniqu excit predict good food best seat hous time squar,0
reliabl place go decent meal okay price time squar locat nightmar sinc open thing chang sinc hard rock th street day better sorri say,0
anoth great hard rock cafe must stop nyc great time rib die dã cor fabul servic outstand,0
mediocr meal servic someth gotta come new york go better burger rib hell kitchen,2
great meal servic excel fiid plenti tasti great locat,0
short wait min waitress love engag food arriv quickli hot massiv food good would recommend place neg realli quit loud,0
nyc love hardrock locat miss price expens food greasi pub food servic great look experi go g,0
good food get plenti seem extra loud music could hardli hear speak enjoy anyway servic good quick,0
nice place amaz atmospher excel atmospher great servic good food take place bar enjoy,0
food hard rock mainli atmospher exhibit make one betterhard rock nice op side wait long despit busi larg shop well,0
good rememb last time feel satisfi left howev guitar pictur cute fun wait tabl,0
everi hard rock cafã ever menu would expect servic good food nice etc arriv pm wait around min tabl issu,0
great space mad time squar great get away hustl outsid escap world rock memorabilia went pm seat immedi food quick tasti larg portion servic great,0
right center time squar great place grab beverag bite eat tour citi,0
far best steak ny cook perfectli mash potato great well green bean cook perfect know go next time,0
hard rock cafe good food good price similar restaur around set slow alway crow,0
typic restaur chain still one favorit love margarita flight sampler come chip got seat quickli server nice,0
went see darlen love rehears perform great food averag burger salad sandwich etc would nt wast time go dinner,0
wait minut get tabl crowd took get order final arriv correct great hot fudg browni though got right least,0
busi rather dirti dull end sit old danc floor food averag beer like drink soap tabl sticki disappoint say go back,2
great atmospher surround staff friendli food drink menu great would defin go back,0
stumbl watch even show broadway place fun food good perfect end wonder even manhattan,0
mani year decad place still rock good feel fast clean servic cold beer big cocktail basic tasti food els need,0
servic slow beer flat burger tasteless price high locat great seat comfort decor good,0
hard rock cafe one disappoint one bit great servic alway food fantast fill atmospher excel good beer make sure pre book prepar wait hr,0
alway great meal hard rock awesom atmospher one best definit back,0
stop late lunch whilst visit time squar drink made quickli refreshingli cold food could better edibl satisfi nonetheless server attent welcom great music artefact item show,0
eat breakfast toast bacon sau egg fruit cereal tea coffe pastri go enjoy,0
alway love hard rock cafe brand nyc one favourit restaur visit custom servic alway top notch food alway delici alway reason price wait go back,0
great place burger werd delic yummi big dish friendli outgo waiter music play night long fun dinner,0
busi good servic surprisingli good food deliv quickli staff attent good,0
visit hard rock cafe nyc last autumn realli good food friendli quick servic easi locat handi want stop quick dinner,0
know go get hrc one differ nice servic ok food noth special ok want quick bite eat,0
middl squar buzz come drink hot chocklat cold side love peopl music well,0
anoth good restaur visit serv love food year found cold restaur due air condit meant food went cold quickli,0
nice restaur nearbi serv like take pictur enter place huge atmospher food good,0
particular hard rock conveni locat time squar stop lunch receiv top notch servic food cook request,2
drink price found got bill averag cocktail wait long time drink well tast platter ok,0
nice option dinner enjoy good music food pro memorabilia music enviro con well con heva tri hard rock food everi otheron,0
good food reason price chain restaur gluten free option avail gf burger bun virtual burger fri safe also help staff reason short wait time,0
place huge right heart time squar excel food waitress ball price similar hrc,0
fabul time food great good could see memorabilia around fantast,0
local rock realli friendli staff good music even trasgress pleas return hard rock new york,0
husband found open weekday night everyth around alreadi close share sandwich coupl drink milkshak bar,0
great atmospher locat good food nice hot expect hard rock,0
get away busi time squar enter planet hollywood upper level great burger watch overloud music great place see exhibit movi futur movi see,0
wonder waitress staff accomod nacho wonder could easili split two peopl definit back return trip nyc,1
went dinner nice wait bit noth terribl food qualiti quit good servic fast friendli,0
slightli worri read previou review restaur howev waitress friendli food arriv promptli good would definit visit,0
excel servic awesom food typic american great attract buy souvenir,0
locat excel busi excel servic ok design ian atmospher good other chain box like enough screen music volum low,0
food servic amaz atmospher cool invit kitchen sent food quickli great present amaz,0
exactli expect like everi hard rock cafe vibe ok wait staff fine food averag bit price upscal burger joint,0
visit mani hard rock restaur big fan one top one worst one food servic terribl cheeseburg main dish edibl worth visit,2
season hrc eater year knew food knew gluten free delici yr old love wait min tabl fine,0
servic perfect meali ara delici meal portion bigger use eat funni qualiti restaur,0
chain restaur close huge tourist area great meal great servic good food fun atmospher look,0
good varieti menu tri princess diari fruit smoothi good great locat time squar,0
averag food ok ish set waitress rude indic drink order would rush go back,2
tasti meal visit time squar didnâ wait long tabl basic american restaur,1
visit establish famili wait bit long seat servic amaz assum tourist attract wait come,0
alway busi great place soak atmnospher good food dear time love,0
freez cold room wait quit long time burger nice end cocktail ici anyth els expect food bad excit,2
cannot go wrong burger must everi one visit new york friendli staff servic impecc alway keep rockin,0
came bar around pm found bar stool taken took chair tabl deni place stood bar area allow run fake place,2
visit place friend fun time take pictur famou guitar decor avant gard excel food great atmospher drink relax love,0
typic hard rock cafe experi daughter love lemonad everyth els well hard rock cafe place huge imagin long line busi day howev went slow day everyth went smoothli,0
love great atmospher michael jackson imperson came entertain crowd ate dinner like hit hard rock everi citi visit,0
live buzz began server continu throughout meal great locat nois atmospher serv effici charm photo opportun abound plenti menu engag diner deserv return visit,0
though gener tourist spot citi store enjoy right extrem busi abl sit bar order full menu minut,0
good place lunch tasti sandwich good servic lot memorabilia look wait wait tabl long line left,0
walk aw lot hard rock cafã wait wonder servic food delici want miss,2
food fantast staff quirki friendli decor interest would recommend book advanc avoid wait,0
love hard rock everywher ate nacho time best burger servic good love fun upbeat music entertain shop look memorabilia,0
servic good burger come french fri sauc big perfect littl break lunch spend time famili,0
took teenag grandson celebr part graduat trip nyc great place eat interest decor would definit go,0
great dinner hard rock lip sync one waiter ladi gaga ad bonu waitress attent son love burger nacho yummi,0
price servic terribl breakfast shambl would rather given money tramp outsid aw rip restaur,1
busi place interest rock decor need que wait min servic basic food overpr,0
mani tourist flock chain restaur mani place visit ny better food eat go,0
made feel welcom bar man realli help profession food excel would return new york,0
like brand alway high level good interior good food price cheap good american place,0
food okay atmospher good nice photo opportun area take photo front hard rock background larg guitar hang stairway neat,0
right near center time squar told min wait sat afternoon buzzer given wait area big buzz min air condit felt great juli day server friendli lunch good,0
went breakfast much say poor choic qualiti food serv buffet style expens price tag redeem featur would build interest take look around,1
abl find seat bar right away bar tender great food cook order servic awesom,0
hard rock cafe truli fabul experi atmospher fun food excel wait staff friendli attent would highli recommend venu,0
like hard rock cafe around world firstli visit see memorabilia alway someth never seen food order legendari bacon cheeseburg disappoint,2
place good usual food good usual decept staff attitud poor servic long servic unusu good,0
good place stop drink see music memorabilia etc much better food throughout citi howev locat time squar easi find get walk,0
good food good servic lot interest memorabilia look wait tabl twice would go,0
visit shop sinc tabl avail also visit restaur food great memorabilia perfect staff friendli love,0
excit visit hard rock ny wait long thought would seat waiter came fairli quickli food delici friendli wait staff would go,2
see memorabilia take lot pic food american els cocktail great peopl world,0
busi cours servic suck overal normal experi hard rock price busi poor servic atmospher alway fun entertain,2
one best place hangout time squar order anyth menu great tri nacho long island ice tea,0
ambienc place rock wide varieti yummi cocktail wish price menu food ok first place hubbi said leav ny definit come second visit,0
hungri order appet great servic alway tori eat hard rock cafã see dã cor,0
visit group pre select menu us serv quickli food good,0
great place lunch hamburg salad delici memorabilia realli interest staff effici,0
food servic ambienc alway good experi exactli expect howev wine list price decid order know go cost,0
great locat staff restaur friendli polit food good food drink serv promptli also good atmospher restaur lot memorabilia wall highli recommend,0
hard rock cafe bar realli ok burger littl disappoint especi know pay hard rock cafe go like atmospher food,1
place noth orlando one low rate justifi food averag servic slow fault doubt heap tabl attend,2
burger special menu good qualiti dull visit hrc mani countri place averag,0
good burger good locat lot rock music item excel servic set old theatr get busi,0
alway great place visit dinner snack cocktail atmospher alway hard beat cours pick pin shirt,0
hrc nyc larg crowd visit place food classic hrc expect servic waiter someth learn polit better place eat nyc,0
cocktail realli good night would finish day hard rock cafe staff great make great cocktail,0
disappoint restaur servic slow food disappoint music far loud fanci stuff around wall avoid,2
everi time alway busi wait long thank rain great food great staff visit gift shop would come back,0
thought good hearti breakfast like bad motel buffet tabl price bad worth,2
concept probabl known everyon food excel servic friendli proffesion see relic star isnt cheapest cant hurt,0
great place love staff food great photo taken ask purchas also visit cocktail impress,0
felt like home servic great time would like make special mention garfield good man fantast sens humor thank garfield,0
great food great place great staff went insid chill flight staff could nicer,0
went wed burger dread cheesecak poor servic busi plastic cover half cook burger bacon chees good worst cheesecak ever cream anyth plain new york cheesecak,2
came lunch busi well taken care food came quickli everyth great hrc exactli expect one,0
larg interest space burger good pleasant enough place coupl beer felt like chain becom reliabl ye quit uniqu use would return though,0
stop quick meal show nice food noth special great locat pre broadway bite eat,0
realli nice way close first day ny realli good food realli good staff good time,0
matter crowd place get top qualiti food outstand servic fantast locat right heart time squar,0
long wait like hard rock went daughter want mani restaur choos nyc would choos drink food fine cours went gift shop get,0
love would definit go good music much space smoki nice bathroom price fine staff cool,0
food averag poor beer select atmospher pail comparison hard rock cafe around world servic absolut shock min place order min get first round drink shock,2
wait half hour food good price ok ðÿ surpris realli delici spici sparerib,0
nice atmospher great menu copiou amount food reason price plenti room tri eat second time trip howev left late get tabl would defin recommend,0
love hard rock cafe food amaz staff extrem friendli husband ate time stay new york strongli recommend,0
big well round menu great drink select bar friendli staff plenti seat avail,0
stop long day sightse nyc busi great atmospher bar staff friendli plenti choic cocktail menu tast beauti would defiantli visit,0
incred visit ny come hrc sat bar decent meal good time listen new old tune,0
love place tasti food wond thing insid wall guitar beatl entranc locat front time squar wish chanc come often,0
dietari restrict requir special order handl problem thank kelli wonder waitress recommend anyon new york stop,1
tri manhattan noth special except servic danni real credit averag dine experi food ok much better around sch cost,0
hard rock cafe alway favorit great valu good food good deal crowd move peopl effici enjoy look around uniqu music collector item restaur,0
staff friendli food excel great meal long flight burger die,0
good food cool place lot famou artist memorabilia waiter realli fun help good non alcohol drink mango,0
regulari visit chain everywher go apart place need good clean food medioca shop small bore,0
alon think place gather realli cool peopl like music qualiti servic,0
food great atmospher realli nice far best place ate nyc,0
one good servic good food good valu noth great noth bad,0
origin hard rock cafe realli deliv specialti impress food even children nice one,0
love restaur food good restaur lot attract movi us much fun alot differ kind food order drink enjoy everyth love everyth,0
atmospher rocki relax theme perfect day shop sight see varieti food music channel play littl singalong,0
wait minut enough time see around memrorabilia gift shop food tasti huge portion servic quick consid busi place,0
went food queue hr howev go bar drink wait eat effect skip queue excel us tri new york strip nice,0
dinner decemb friend four teenag server nice order incorrect item omit food good past disappoint especi price pay,0
wait queue min seat music great howev food worth wait waiter friendli,0
fantast food fantast staff fantast memorabilia plan visit mani hard rock around world,2
like everi hard rock world ðÿ ðÿ ðÿ cool good music confort waiter also sing great good place visit,0
last time went ny team hard rock cut usual problem collect account travel card resolv day later manag,2
visit stay nyc disappoint love good meal great atmospher got legendari burger delici would certainli go one,0
huge place nice guitar wall went coupl beer nice choic good music trip back memori lane style friendli staff,0
good food good beer friendli staff man serv us kind help help us find way next destin mac chees yum,0
quick servic seat good choic food food good noth special atmospher great shop good,0
worth go burger delici price best worth go whilst nyc suppos burger good,0
went shop end go cocktail yummi expens servic great would gone back eat run time,0
must see insid huge lot rock memorabilia almost felt like museum food love well cook reason price serv love gentleman call chad made day,0
drink fair howev drink realli good good servic worth visit drink,0
disappoint staff unfriendli food crap bathroom absolutley filthi dirti wast time money,2
eaten quit time never disappoint burger must staff alway polit help restaur alway great atmospher love,0
one hard rock pretti much enjoy rock memorabilia locat differ alway stop travel also vegetarian burger great,0
nice stop place place showman perform go legend exhibit take photo icon,0
other hand best food delici bacon top hard shake tast sensat cheap dinner worth wing pull pork skin,0
great drink food atmospher welcom waiter help go back nyc def go back,0
although must one world best locat among hard rock cafe food servic atmospher never seem chang great place sit back simultan process food experi,0
best locat big juci burger simpli hard roch cultur must visit town care desert,0
eat big deal love hate great shop souvenir shirt stylish,0
went breakfast buffet poor servic terribl food mani good littl cafã wast money place breakfast enough said realli,1
great food great atmospher enjoy love time defiantli return good work,0
super cool hard rock cafã wait around minut dine dinner wait walk around brows cafã store far one favorit hard rock cafe visit super fun live atmospher,0
bar staff help get us seat minor even ask custom move us everyth slow food good per standard enjoy,0
spent christma eve dinner christma day dinner staff super nice portion gener underestim also drink fruitpalooza one delici drink ever drunk,0
price food drink hard rock reason especi nyc bartend day sat friendliest hard rock waiter rocko lunch tabl awesom accommod inform,0
ate lunch famili pinstrip bowl game great atmospher food good wait time set minut seat servic good great select kid,0
noth like visit hard rock cafe better time squar great fun attent staff fab food star thing everywher look great atmospher,0
great experi food pretti good littl prici get welcom new york,0
staff realli friendli food good expect price standard great atmospher expect hard rock,0
coupl beer bar lil burger kcal nice music friendli staff nice hard rock,0
notic anyth special crazi overpr look anyth histori special place check place better servic food,0
busi day cafe mani privat parti main dine area slow got cafe p amen wait minut tabl server work hard food tasti warm,0
food good interior realli hard rock locat superb broadway time squar staff friendli alway help smile,0
went lunch visit time squar coupl hard rock restaur expect good never one recommend experi,0
hard rock cafe time squar lot custom servic fast burger tasti,2
eaten hrc variou citi around world nyc one well like rest decent food huge amount decor bigger place,0
expect hard rock cafe servic food good sit bar eat even though empti tabl,0
noth great place noth wrong either plain simpl hard rock went mid week queue bonu food good fill usual servic also fine noth wow,0
first time new york went servic appal food even wors burger came still frozen middl given gift card say sorri use food,0
hard rock cafe food locat menu might bit differ food good one thing alway fill plate never leav hungri,0
tri one disappoint fri delici one best burger chip meal ever eaten brilliant set full music histori,0
hard rock cafã offer great atmospher want hang friend worri cuisin place,0
one better hard rock visit new york rich music histori great see vintag item beatl suit among hundr prop,0
servic ok food bit price compar hard rock cafe worth visit shop collect hard rock item,0
like everi hard rock cafe seen one seen one food servic bad noth extravag would recommend go restaur find ny chain,1
drink food sit bar prefer great servic friendli thank josh great atmospher x,0
went friend tourist experi ok servic good burger fine cook order kitschi fun,0
like hard rock cafe one like other memorabilia seat lot peopl tabl wait bad,1
atmospher second none food averag honest go hard rock cafe experi food although bacon burger pure class visit school febuari,2
realli good burger huge also good music atmospher nice place dinner drink bar go,0
went see chicago servic food fantast look restraunt amaz,1
well know hard rock cafe cool locat new york one great quit big super special decent cool hrc,0
terri waiter best food good drink cold good time ask left happi,0
visit hard rock last day wish done sooner servic excel food good cocktail amaz back next visit new york,0
food love waiter made servic top notch funni made experi great use come countri us knew say even strong accent,0
typic hard rock environ electr must locat servic bit slow even pm food great menu lot varieti,0
poor servic mediocr food place could good tidi sort system would help hard rock alway attract get wiat servic,0
nearli empti good servic food noth special go waiter great everyth look tire rather vintag,0
thoroughli enjoy meal burger tasti servic great would definit return,0
servic good food ok noth special go wrong burger plu side thought good valu money consid time squar,0
visit twice husband recent trip new york celebr anniversari food plenti tasti cocktail wine delici ate bar like relax dine experi servic great would definit return,0
situat famou paramount build hrc nyc origin door abbey road love john lennon piec servic quick food best tast hrc,0
shop bar dark busi servic slow cocktail nice reason price,0
visit simpli amaz rock memorabilia billi joel motorcycl wall guitar friendli staff must visit,1
like rock museum nice food littl expens though howev worth nice locat time squar garden,0
nice breakfastbuff bacon egg pancak usual stuff noth spectacular total ok,0
visit hear end jan partner wait lot free tabl excel food hugeee portion size even bigger desert sure go back nyc visit,0
hard rock cafe locat time squar get busi reason price drink good food great atmospher crame music memorabelia,0
brisket nacho took pictur guitar good cheat meal check hard rock visit,2
nice atmospher good nice staff delici hamburg good music normal price smoke sun everyth fantast,0
hard rock never disappoint best burger drink alway perfect staff friendli alway smile atmospher super cool,0
order nacho start cancel main size plate huge nice interior wait staff lush right middl time squar worth visit,0
great food great cocktail portion huge brilliant get seat amongst hustl bustl time squar reserv tabl onlin came holiday busi,0
love hard rock cafe food good worth wait nyc price higher manhattan home area phoenix wait worth half hour time get seat,0
third hard rock dine best love food locat servic go back next time citi,0
